"proj_week","proj_player","proj_pos","proj_tm","proj_opp","proj_afpa","proj_afpa_rk","proj_ffpts","proj_comp","proj_pass_att","proj_pass_yds","proj_pass_td","proj_int","proj_rush_att","proj_rush_yds","proj_rush_td","proj_rec","proj_rec_yds","proj_rec_td","proj_field","prev_wk_field","prev_wk_opp","prev_wk_g#","prev_wk_rush_att","prev_wk_rush_yds","prev_wk_rush_yds_per_att","prev_wk_rush_td","prev_wk_rec_tgt","prev_wk_rec_rec","prev_wk_rec_yds","prev_wk_rec_yds_per_rec","prev_wk_rec_td","prev_wk_rec_ctch_per","prev_wk_rec_yds_per_tgt","prev_wk_fantasy_fantpt","prev_wk_fantasy_ppr","prev_wk_fantasy_dkpt","prev_wk_fantasy_fdpt","ytd_rush_g","ytd_rush_att","ytd_rush_yds","ytd_rush_td","ytd_rush_1d","ytd_rush_yds_per_att","ytd_rush_yds_per_gm","ytd_rush_fmb","ytd_rec_tm","ytd_rec_pos","ytd_rec_g","ytd_rec_target","ytd_rec_rec","ytd_rec_ctch_per","ytd_rec_yds","ytd_rec_yds_per_rec","ytd_rec_td","ytd_rec_1d","ytd_rec_yds_per_target","ytd_rec_rec_per_gm","ytd_rec_yds_per_gm","ytd_rec_fmb","rushing_twenty_att","rushing_twenty_yds","rushing_twenty_td","rushing_twenty_per_rush","rushing_ten_att","rushing_ten_yds","rushing_ten_td","rushing_ten_per_rush","rushing_five_att","rushing_five_yds","rushing_five_td","rushing_five_per_rush","receiving_twenty_tgt","receiving_twenty_rec","receiving_twenty_yds","receiving_twenty_td","receiving_twenty_per_tgt","receiving_ten_tgt","receiving_ten_rec","receiving_ten_yds","receiving_ten_td","receiving_ten_per_tgt","def_tot_g","def_tot_pf","def_tot_yds","def_tot_yds_per_play","def_tot_to","def_tot_first_dn","def_penalties_pen","def_tot_sc_per","def_tot_to_per","def_tot_exp","def_third_d_per","def_fourth_d_per","def_red_zone_att","def_red_zone_td","def_red_zone_pct","def_rush_td","def_rush_yds_per_att","def_rush_yds_per_gm","def_rush_exp","def_pass_comp_per","def_pass_yds","def_pass_td","def_pass_td_per","def_pass_int","def_pass_defended","def_pass_int_per","def_pass_yds_per_att","def_pass_ayds_per_att","def_pass_yds_per_catch","def_pass_yds_per_gm","def_pass_qb_rating_allowed","def_pass_sacks","def_pass_net_yds_per_att","def_pass_adj_net_yds_per_att","def_pass_exp","def_adv_dadot","def_adv_air","def_adv_yac","def_adv_bltz","def_adv_bltz_per","def_adv_hrry","def_adv_hrry_per","def_adv_qbkd","def_adv_qbkd_per","def_adv_sk","def_adv_prss","def_adv_prss_per","def_adv_mtkl","def_num_dr","def_plays","def_sc_per","def_to_per","def_avg_drive_plays","def_avg_drive_yds","def_avg_drive_start","def_avg_drive_time","def_avg_drive_pts","pts_vs_g","pts_vs_rush_att","pts_vs_rush_yds","pts_vs_rush_td","pts_vs_rec_tgt","pts_vs_rec_rec","pts_vs_rec_yds","pts_vs_rec_td","pts_vs_fantasy_per_game_fdpt","total_touches","high_value_touches","high_value_touches_per"
14,"LeSean McCoy","RB","TAM","MIN",16.8,14,1.8,0,0,0,0,0,0.8,3.2,0,0.9,8.2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0.86,-0.14,0,0,-0.2,-0.1,0,"TAM","",7,2,1.43,71.4,8.71,6.1,0,3,4.4,1.4,8.7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,329,4592,5.8,17,269,63,45,10.9,-94.43,36.4,68.2,"41",21,51.2,7,4.3,121,-4.64,65.5,3140,24,5.5,11,39,2.5,7.4,7.4,11.3,261.7,95.5,21,6.8,6.8,-96.08,8.6,1923,1375,128,"26.6%",41,"8.5%",32,"7.3%",21,94,"19.5%",92,129,822,45,10.9,6.4,35.3,-33,292,2.31,"12","277","1209","7","88","66","424","1","20.4",2.86,NA,NA
14,"Anthony McFarland","RB","PIT","BUF",19.1,20,1.5,0,0,0,0,0,2,7.3,0,0.4,2.7,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,306,4506,5.8,19,280,70,45.5,15.7,-114.48,44,58.8,"49",30,61.2,16,4.7,126,-25.34,66.7,2994,19,4.5,10,50,2.4,7.4,7.3,11.2,249.5,93.8,30,6.6,6.4,-95.18,7,1812,1346,178,"37.2%",35,"7.3%",38,"9.0%",30,103,"21.5%",97,121,800,45.5,15.7,6.6,37.1,-27.6,293,2.52,"12","271","1230","10","77","56","450","1","21.7",NA,NA,NA
14,"Royce Freeman","RB","DEN","CAR",14.4,7,1.3,0,0,0,0,0,0,0,0,0.8,7.2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,2.5,10.75,0,8,4.3,10.8,0,"DEN","RB",12,0.83,0.75,90,6.08,8.1,0,4,7.3,0.8,6.1,0,2,3,0,6.3,1,0,0,5.6,1,0,0,10,3,3,20,0,7.3,0,0,0,0,0,12,300,4372,5.7,17,277,69,48.7,13.7,-104.85,51.3,66.7,"45",27,60,14,4.6,115.1,-4.19,68.7,2991,19,4.2,5,45,1.1,6.9,7.3,10.1,249.3,97.5,18,6.4,6.7,-106.9,7.4,1974,1451,109,"22.6%",44,"9.1%",31,"6.9%",18,93,"19.3%",92,117,796,48.7,13.7,6.8,37.1,-30.4,360,2.59,"12","257","1200","10","90","72","487","2","22.6",3.33,0.91,0.27
14,"Patrick Ricard","RB","BAL","CLE",17.6,17,1.2,0,0,0,0,0,0,0,0,0.6,4.5,0.1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-1,0,1.5,1,-1,0,2.6,0,0,0,0,3,3,8,1,7.9,3,3,8,1,12.5,12,321,4335,5.5,20,277,65,42.7,16.1,-93.5,43.2,86.4,"49",30,61.2,11,4.1,104.3,-11.41,65.3,3083,25,5.5,10,58,2.2,7.2,7.3,11.1,256.9,95.8,30,6.4,6.5,-89.98,8.3,1906,1481,112,"22.4%",42,"8.4%",18,"4.0%",30,90,"18.0%",67,124,809,42.7,16.1,6.5,34.8,-30.2,290,2.48,"12","241","984","9","68","55","432","1","18.6",NA,NA,NA
14,"Joshua Kelley","RB","LAC","ATL",10,2,1.2,0,0,0,0,0,1.4,5.2,0,0.5,2.9,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,9.08,28.83,0.17,19,3.2,28.8,2,"LAC","",12,1.92,1.92,100,12.33,6.4,0,9,6.4,1.9,12.3,2,19,28,2,35.2,13,9,2,41.9,5,-2,1,45.5,2,2,1,0,4,1,1,-7,0,4.5,12,302,4733,6.2,17,266,75,39.8,12.8,-83.65,38.4,42.9,"40",28,70,12,4.5,109.2,24.74,68.4,3423,24,5.3,8,42,1.8,8,8.3,11.7,285.3,102.9,24,7.2,7.5,-116.04,8.6,2129,1574,157,"31.4%",53,"10.6%",46,"10.2%",24,123,"24.6%",72,133,788,39.8,12.8,5.9,35.6,-27.9,277,2.28,"12","216","805","5","81","63","431","4","17.1",11,3,0.27
14,"Trayveon Williams","RB","CIN","DAL",23,29,1.2,0,0,0,0,0,1.7,5.6,0,0.3,2.3,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,3.33,0,2,3.3,3.3,0,"CIN","",6,0.17,0.17,100,2.17,13,0,1,13,0.2,2.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,393,4603,5.9,11,267,66,48.1,8.3,-135.55,49.4,50,"44",28,63.6,17,5.2,167.8,-68.83,64.1,2589,27,7.3,5,29,1.4,7.4,8.2,11.5,215.8,105,22,6.6,7.4,-77.07,8.4,1517,1209,104,"25.2%",45,"10.9%",31,"8.4%",22,98,"23.7%",86,133,800,48.1,8.3,6,34.5,-32.7,291,2.77,"12","322","1638","13","56","42","240","0","23.7",1.17,NA,NA
14,"Dion Lewis","RB","NYG","ARI",18.8,18,1.1,0,0,0,0,0,1.7,5.9,0,0.4,2.3,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,2,6.25,0.08,5,3.1,6.3,1,"NYG","RB",12,2.25,1.42,63,9.42,6.6,0.08,8,4.2,1.4,9.4,1,3,5,1,7.1,2,2,1,9.5,2,2,1,11.8,5,4,12,1,9.8,1,1,7,1,5.3,12,296,4319,5.4,15,284,84,42.1,10.3,-88,42.6,60,"44",23,52.3,11,4.5,123,-24.37,66.3,2843,20,4.5,10,38,2.3,6.9,6.8,10.4,236.9,91.8,29,6,5.9,-74.41,7.2,1429,1652,198,"39.8%",54,"10.8%",40,"9.0%",29,123,"24.7%",87,126,826,42.1,10.3,6.6,34.2,-29.6,363,2.25,"12","263","1136","9","69","49","447","3","20.9",4.25,2.42,0.57
14,"KeShawn Vaughn","RB","TAM","MIN",16.8,14,1,0,0,0,0,0,2.2,7.5,0.1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1.33,7.67,0,2,5.8,7.7,1,"TAM","",6,1.17,0.67,57.1,4.5,6.8,0.17,2,3.9,0.7,4.5,1,2,3,0,4.3,2,3,0,6.3,0,0,0,0,2,1,9,1,3.3,2,1,9,1,4.9,12,329,4592,5.8,17,269,63,45,10.9,-94.43,36.4,68.2,"41",21,51.2,7,4.3,121,-4.64,65.5,3140,24,5.5,11,39,2.5,7.4,7.4,11.3,261.7,95.5,21,6.8,6.8,-96.08,8.6,1923,1375,128,"26.6%",41,"8.5%",32,"7.3%",21,94,"19.5%",92,129,822,45,10.9,6.4,35.3,-33,292,2.31,"12","277","1209","7","88","66","424","1","20.4",2.5,1.5,0.6
14,"Jakob Johnson","RB","NWE","LAR",11.5,4,1,0,0,0,0,0,0,0,0,0.7,2.9,0.1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,246,3716,4.6,21,233,61,27.5,14.1,77.94,34.3,40,"37",22,59.5,10,3.9,94.2,24.82,62.4,2492,14,3.1,13,56,2.8,6.1,5.4,9.7,191.7,77.7,42,5,4.4,46.67,7.3,1315,1444,138,"26.4%",35,"6.7%",39,"8.5%",42,116,"22.2%",68,149,835,27.5,14.1,5.6,24.9,-28.8,267,1.47,"13","262","1024","7","94","64","458","1","16.9",NA,NA,NA
14,"Devine Ozigbo","RB","JAX","TEN",21.3,26,1,0,0,0,0,0,0,0,0,0.7,5.3,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,326,4683,5.7,17,291,84,43.7,12.7,-121.68,53.6,63.2,"48",35,72.9,13,4.2,115.8,-8.84,66.6,3294,27,5.7,11,70,2.3,7.2,7.3,10.8,274.5,96.9,14,6.8,6.9,-132.48,7.8,1863,1539,144,"28.5%",33,"6.5%",40,"8.5%",14,87,"17.2%",83,126,834,43.7,12.7,6.6,37,-27.3,362,2.58,"12","270","1133","10","78","57","477","5","23.0",NA,NA,NA
14,"Darrel Williams","RB","KAN","MIA",16.7,13,0.9,0,0,0,0,0,0.9,4,0,0.5,3,0,2,1,"DEN",12,6,38,6.33,0,2,1,5,5,0,50,2.5,4.3,5.3,5.3,4.8,12,2.17,9.83,0.08,9,4.5,9.8,0,"KAN","RB",12,1.58,1.08,68.4,7.25,6.7,0,6,4.6,1.1,7.3,0,3,10,1,6.1,0,0,0,0,0,0,0,0,1,0,0,0,1.7,0,0,0,0,0,12,212,4262,5.6,21,249,68,26.3,15.8,-2.75,32.2,45.5,"36",21,58.3,13,4.6,122.4,-28.77,62.4,2793,14,3.4,13,63,3.2,7.4,6.7,11.9,232.8,83.1,31,6.3,5.6,23.99,8.8,1590,1485,189,"41.1%",40,"8.7%",41,"10.0%",31,112,"24.3%",80,133,774,26.3,15.8,5.8,32,-25.5,280,1.6,"12","263","1161","8","66","54","404","1","19.6",3.75,1.58,0.42
14,"Josh Adams","RB","NYJ","SEA",21,25,0.9,0,0,0,0,0,1,4.7,0,0.4,2.3,0,2,1,"LVR",12,8,74,9.25,0,0,0,0,NA,0,0,NA,7.4,7.4,7.4,7.4,4,3,20.75,0.25,5,6.9,20.8,0,"NYJ","",4,0.5,0.5,100,3.5,7,0,0,7,0.5,3.5,0,2,2,1,5.9,2,2,1,14.3,2,2,1,22.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,321,4889,5.8,17,301,74,43.6,12,-107.18,47.5,47.4,"46",31,67.4,16,4,97.7,-7.77,68,3717,21,4.1,11,59,2.1,7.6,7.4,11.1,309.8,95,33,6.8,6.7,-114.56,8.2,2363,1553,202,"35.4%",51,"8.9%",41,"8.0%",33,125,"21.9%",81,133,866,43.6,12,6.5,36.8,-26.2,284,2.42,"12","222","889","11","92","74","550","3","22.2",3.5,1,0.29
14,"Dare Ogunbowale","RB","JAX","TEN",21.3,26,0.8,0,0,0,0,0,2.5,8.2,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,0,2.8,1,3,0,6.7,1,3,0,16.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,326,4683,5.7,17,291,84,43.7,12.7,-121.68,53.6,63.2,"48",35,72.9,13,4.2,115.8,-8.84,66.6,3294,27,5.7,11,70,2.3,7.2,7.3,10.8,274.5,96.9,14,6.8,6.9,-132.48,7.8,1863,1539,144,"28.5%",33,"6.5%",40,"8.5%",14,87,"17.2%",83,126,834,43.7,12.7,6.6,37,-27.3,362,2.58,"12","270","1133","10","78","57","477","5","23.0",NA,NA,NA
14,"DeeJay Dallas","RB","SEA","NYJ",16.3,11,0.5,0,0,0,0,0,0,0,0,0.5,2.8,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,3,10.1,0.2,8,3.4,10.1,0,"SEA","RB",10,2,1.7,85,11.1,6.5,0.1,5,5.6,1.7,11.1,0,11,21,2,27.5,7,8,2,30.4,4,4,2,25,3,3,9,1,4.8,1,1,2,1,2.9,12,353,4785,5.8,15,291,78,46.2,11.4,-137.09,45.8,50,"46",25,54.3,13,3.8,107.8,26.9,70.5,3492,24,5.3,8,50,1.8,7.9,8.2,11.2,291,104.1,20,7.4,7.6,-170.97,7.9,2066,1604,197,"40.5%",44,"9.0%",35,"7.7%",20,99,"20.3%",105,132,847,46.2,11.4,6.4,36.2,-30.8,361,2.51,"12","275","1119","8","96","77","471","1","20.6",5,2.7,0.54
14,"Gabe Nabers","RB","LAC","ATL",10,2,0.5,0,0,0,0,0,0,0,0,0.4,2.9,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,302,4733,6.2,17,266,75,39.8,12.8,-83.65,38.4,42.9,"40",28,70,12,4.5,109.2,24.74,68.4,3423,24,5.3,8,42,1.8,8,8.3,11.7,285.3,102.9,24,7.2,7.5,-116.04,8.6,2129,1574,157,"31.4%",53,"10.6%",46,"10.2%",24,123,"24.6%",72,133,788,39.8,12.8,5.9,35.6,-27.9,277,2.28,"12","216","805","5","81","63","431","4","17.1",NA,NA,NA
14,"Trenton Cannon","RB","CAR","DEN",20.6,24,0.5,0,0,0,0,0,0,0,0,0.3,2.4,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0.9,3.5,0,2,3.9,3.5,0,"CAR","",10,0.3,0.3,100,1.6,5.3,0,1,5.3,0.3,1.6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,320,4202,5.3,11,244,71,42.9,7.9,-50.47,38.9,44.4,"44",21,47.7,14,4.6,131.5,-9.7,65.1,2624,16,3.8,8,50,1.9,6.8,6.7,10.4,218.7,89.5,32,5.9,5.8,-46.24,8.1,1626,1288,136,"29.0%",58,"12.4%",31,"7.5%",32,121,"25.8%",64,140,827,42.9,7.9,5.9,29.9,-32.8,282,2.14,"12","283","1239","9","78","56","364","1","20.5",1.2,NA,NA
14,"Ryan Nall","RB","CHI","HOU",24.1,31,0.5,0,0,0,0,0,0,0,0,0.4,2.6,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,323,4876,6,8,292,54,42.5,6.3,-159.2,46.8,52.9,"46",28,60.9,16,4.9,150.9,-27.6,68.6,3065,22,5.3,3,38,0.7,7.8,8.6,11.4,255.4,106.6,28,6.9,7.6,-136.17,7.6,1589,1647,163,"36.0%",41,"9.1%",27,"6.5%",28,96,"21.2%",84,127,836,42.5,6.3,6.6,38.4,-27,369,2.47,"12","322","1677","15","82","60","550","1","28.6",NA,NA,NA
14,"CJ Ham","RB","MIN","TAM",11.3,3,0.3,0,0,0,0,0,0,0,0,0.2,1.4,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,18,0,5.6,2,6,0,4.4,0,0,0,0,2,1,12,1,5.6,0,0,0,0,0,12,280,3959,5.2,20,232,72,34.8,14.5,-12.67,41.7,50,"38",24,63.2,8,3.3,74.2,36.4,69.7,3069,23,5,14,52,3.1,7.3,6.9,10.4,255.8,94.5,34,6.3,5.9,-45.68,7.8,2078,1549,199,"39.3%",51,"10.1%",45,"9.9%",34,130,"25.6%",74,138,780,34.8,14.5,5.7,28.7,-29.4,282,1.94,"12","210","646","7","89","73","454","3","17.0",NA,NA,NA
14,"Alexander Armah","RB","CAR","DEN",20.6,24,0.2,0,0,0,0,0,0,0,0,0.2,1.2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,320,4202,5.3,11,244,71,42.9,7.9,-50.47,38.9,44.4,"44",21,47.7,14,4.6,131.5,-9.7,65.1,2624,16,3.8,8,50,1.9,6.8,6.7,10.4,218.7,89.5,32,5.9,5.8,-46.24,8.1,1626,1288,136,"29.0%",58,"12.4%",31,"7.5%",32,121,"25.8%",64,140,827,42.9,7.9,5.9,29.9,-32.8,282,2.14,"12","283","1239","9","78","56","364","1","20.5",NA,NA,NA
14,"Senorise Perry","RB","TEN","JAX",23.5,30,0.2,0,0,0,0,0,0.7,2.2,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,352,4992,6.2,13,292,62,47.1,9.4,-153.06,42.6,66.7,"45",27,60,14,4.4,136.9,-0.45,69.3,3349,26,6.2,9,49,2.1,8.2,8.4,11.8,279.1,105.6,15,7.7,8,-157.61,8.2,1771,1722,147,"32.1%",34,"7.4%",43,"10.2%",15,92,"20.1%",88,138,835,47.1,9.4,6.1,36.1,-30.5,291,2.57,"12","301","1310","10","89","73","562","3","25.0",NA,NA,NA
