"Pos","Player","Tm","Opp","FD Sal $","Projected Own%","Cash Odds","GPP Odds","Implied Own%","FD LEV"
"QB","Derek Carr","LV","@KC","$6,900","3.0%","42%","13%","3%","1.07"
"QB","Philip Rivers","IND","@CLE","$6,900","3.0%","40%","11%","3%","0.94"
"WR","Odell Beckham","CLE","IND","$6,800","7.5%","47%","11%","10%","1.32"
"QB","Baker Mayfield","CLE","IND","$6,800","3.0%","37%","10%","3%","0.84"
"RB","Mike Davis","CAR","@ATL","$6,800","22.5%","58%","14%","16%","0.69"
"TE","Darren Waller","LV","@KC","$6,800","12.5%","46%","13%","8%","0.61"
"RB","Todd Gurley","ATL","CAR","$6,700","3.0%","50%","10%","11%","3.57"
"WR","Robert Woods","LAR","@WAS","$6,700","7.5%","51%","13%","12%","1.58"
"QB","Jimmy Garoppolo","SF","MIA","$6,700","3.0%","46%","14%","4%","1.18"
"RB","James Robinson","JAX","@HOU","$6,600","12.5%","60%","16%","17%","1.36"
"WR","D.J. Moore","CAR","@ATL","$6,600","17.5%","52%","13%","12%","0.69"
"WR","Will Fuller","HOU","JAX","$6,600","17.5%","52%","13%","12%","0.68"
"RB","Raheem Mostert","SF","MIA","$6,500","3.0%","46%","7%","8%","2.58"
"TE","Zach Ertz","PHI","@PIT","$6,500","3.0%","39%","9%","5%","1.76"
"WR","DeVante Parker","MIA","@SF","$6,400","3.0%","49%","10%","10%","3.22"
"RB","David Johnson","HOU","JAX","$6,400","7.5%","53%","10%","11%","1.49"
"RB","Jerick McKinnon","SF","MIA","$6,400","7.5%","29%","3%","3%","0.37"
"WR","Jamison Crowder","NYJ","ARI","$6,300","3.0%","42%","7%","7%","2.28"
"WR","Terry McLaurin","WAS","LAR","$6,300","7.5%","51%","10%","10%","1.28"
"RB","Kenyan Drake","ARI","@NYJ","$6,200","7.5%","50%","9%","10%","1.34"
"WR","Robby Anderson","CAR","@ATL","$6,200","22.5%","54%","13%","12%","0.55"
"RB","Jeff Wilson","SF","MIA","$6,200","0.5%","2%","0%","0%","0.00"
"RB","Mark Ingram","BAL","CIN","$6,100","3.0%","35%","4%","4%","1.38"
"WR","Marquise Brown","BAL","CIN","$6,100","12.5%","54%","13%","12%","0.97"
"QB","Kyle Allen","WAS","LAR","$6,000","0.5%","37%","10%","3%","5.11"
"QB","Joe Flacco","NYJ","ARI","$6,000","0.5%","37%","9%","2%","4.37"
"WR","Tyler Boyd","CIN","@BAL","$6,000","3.0%","47%","9%","8%","2.67"
"RB","Darrell Henderson","LAR","@WAS","$6,000","0.5%","23%","1%","1%","2.36"
"TE","Tyler Higbee","LAR","@WAS","$6,000","3.0%","36%","8%","5%","1.58"
"RB","Le'Veon Bell","NYJ","ARI","$6,000","3.0%","41%","4%","5%","1.58"
"WR","Deebo Samuel","SF","MIA","$6,000","3.0%","34%","5%","4%","1.41"
"RB","Chase Edmonds","ARI","@NYJ","$5,900","0.5%","20%","1%","1%","1.78"
"WR","CeeDee Lamb","DAL","NYG","$5,900","12.5%","49%","11%","10%","0.81"
"RB","Antonio Gibson","WAS","LAR","$5,800","7.5%","52%","8%","9%","1.16"
"WR","Diontae Johnson","PIT","PHI","$5,800","7.5%","45%","8%","8%","1.03"
"WR","Darius Slayton","NYG","@DAL","$5,800","12.5%","49%","11%","10%","0.80"
"WR","T.Y. Hilton","IND","@CLE","$5,700","3.0%","42%","7%","7%","2.23"
"TE","Hayden Hurst","ATL","CAR","$5,700","3.0%","36%","8%","4%","1.43"
"WR","Michael Gallup","DAL","NYG","$5,700","12.5%","46%","9%","8%","0.63"
"WR","Jarvis Landry","CLE","IND","$5,600","3.0%","43%","7%","7%","2.24"
"WR","Brandon Aiyuk","SF","MIA","$5,600","3.0%","42%","7%","7%","2.20"
"WR","Christian Kirk","ARI","@NYJ","$5,600","3.0%","34%","5%","4%","1.46"
"TE","Mike Gesicki","MIA","@SF","$5,600","3.0%","33%","6%","3%","1.11"
"WR","Sammy Watkins","KC","LV","$5,600","7.5%","38%","5%","5%","0.62"
"WR","Russell Gage","ATL","CAR","$5,600","12.5%","38%","5%","5%","0.39"
"WR","Golden Tate","NYG","@DAL","$5,500","3.0%","42%","7%","6%","2.01"
"RB","Devonta Freeman","NYG","@DAL","$5,500","3.0%","39%","4%","4%","1.38"
"RB","Myles Gaskin","MIA","@SF","$5,500","3.0%","41%","3%","4%","1.26"
"TE","Evan Engram","NYG","@DAL","$5,500","7.5%","41%","9%","5%","0.66"
"WR","Keelan Cole","JAX","@HOU","$5,400","0.5%","34%","4%","4%","8.28"
"WR","Tee Higgins","CIN","@BAL","$5,400","3.0%","43%","8%","7%","2.45"
"RB","Malcolm Brown","LAR","@WAS","$5,400","0.5%","21%","1%","1%","1.94"
"WR","A.J. Green","CIN","@BAL","$5,400","3.0%","34%","4%","4%","1.33"
"TE","Mo Alie-Cox","IND","@CLE","$5,400","3.0%","23%","3%","2%","0.53"
"WR","Laviska Shenault","JAX","@HOU","$5,300","3.0%","46%","9%","8%","2.65"
"WR","Zach Pascal","IND","@CLE","$5,300","3.0%","34%","5%","4%","1.41"
"WR","Henry Ruggs","LV","@KC","$5,300","0.5%","17%","1%","1%","1.32"
"RB","D'Ernest Johnson","CLE","IND","$5,300","0.5%","20%","1%","1%","1.24"
"TE","Dalton Schultz","DAL","NYG","$5,300","7.5%","43%","10%","6%","0.79"
"RB","Frank Gore","NYJ","ARI","$5,300","0.5%","14%","0%","0%","0.61"
"TE","Austin Hooper","CLE","IND","$5,200","0.5%","31%","5%","3%","5.34"
"WR","Brandin Cooks","HOU","JAX","$5,200","3.0%","39%","6%","6%","1.85"
"WR","Kendrick Bourne","SF","MIA","$5,200","0.5%","17%","1%","1%","1.25"
"RB","J.K. Dobbins","BAL","CIN","$5,200","3.0%","32%","3%","3%","1.01"
"WR","Braxton Berrios","NYJ","ARI","$5,200","0.5%","12%","0%","0%","0.45"
"RB","Cam Akers","LAR","@WAS","$5,200","3.0%","13%","0%","0%","0.07"
"WR","Preston Williams","MIA","@SF","$5,100","0.5%","28%","3%","2%","4.64"
"RB","Nyheim Hines","IND","@CLE","$5,100","3.0%","32%","2%","2%","0.73"
"WR","Mecole Hardman","KC","LV","$5,100","3.0%","41%","7%","7%","2.25"
"WR","Curtis Samuel","CAR","@ATL","$5,100","3.0%","37%","5%","5%","1.65"
"WR","Randall Cobb","HOU","JAX","$5,100","3.0%","38%","5%","5%","1.61"
"TE","Eric Ebron","PIT","PHI","$5,100","3.0%","39%","8%","4%","1.44"
"WR","Chris Hogan","NYJ","ARI","$5,100","0.5%","16%","1%","1%","1.08"
"WR","Hunter Renfrow","LV","@KC","$5,100","7.5%","37%","5%","4%","0.60"
"WR","Willie Snead","BAL","CIN","$5,000","0.5%","25%","2%","2%","3.52"
"WR","Dontrelle Inman","WAS","LAR","$5,000","0.5%","23%","1%","1%","2.61"
"DEF","Los Angeles Rams","LAR","@WAS","$5,000","7.5%","45%","6%","16%","2.19"
"TE","Jack Doyle","IND","@CLE","$5,000","0.5%","19%","2%","1%","1.75"
"WR","Greg Ward","PHI","@PIT","$5,000","3.0%","37%","5%","4%","1.45"
"RB","Dion Lewis","NYG","@DAL","$5,000","0.5%","8%","0%","0%","0.10"
"WR","Damion Ratley","NYG","@DAL","$5,000","0.5%","6%","0%","0%","0.07"
"TE","Logan Thomas","WAS","LAR","$4,900","0.5%","36%","6%","3%","6.95"
"WR","Jeff Smith","NYJ","ARI","$4,900","0.5%","32%","4%","3%","6.52"
"WR","Chase Claypool","PIT","PHI","$4,900","0.5%","25%","2%","2%","3.40"
"DEF","Baltimore Ravens","BAL","CIN","$4,900","17.5%","52%","11%","29%","1.63"
"WR","Nelson Agholor","LV","@KC","$4,900","0.5%","19%","1%","1%","1.61"
"RB","Wayne Gallman","NYG","@DAL","$4,900","0.5%","22%","1%","1%","1.59"
"WR","Kenny Stills","HOU","JAX","$4,900","0.5%","19%","1%","1%","1.54"
"WR","Larry Fitzgerald","ARI","@NYJ","$4,900","0.5%","13%","0%","0%","0.56"
"RB","Jordan Howard","MIA","@SF","$4,900","0.5%","9%","0%","0%","0.11"
"RB","Dontrell Hilliard","CLE","IND","$4,900","0.5%","4%","0%","0%","0.01"
"TE","Jordan Akins","HOU","JAX","$4,800","0.5%","34%","5%","3%","5.79"
"TE","Chris Herndon","NYJ","ARI","$4,800","0.5%","27%","3%","2%","3.70"
"WR","John Hightower","PHI","@PIT","$4,800","0.5%","20%","1%","1%","1.65"
"WR","James Washington","PIT","PHI","$4,800","0.5%","19%","1%","1%","1.58"
"RB","Brian Hill","ATL","CAR","$4,800","0.5%","22%","1%","1%","1.43"
"RB","J.D. McKissic","WAS","LAR","$4,800","0.5%","17%","0%","0%","0.68"
"RB","Devontae Booker","LV","@KC","$4,800","0.5%","15%","0%","0%","0.57"
"WR","Andy Isabella","ARI","@NYJ","$4,800","0.5%","13%","0%","0%","0.47"
"WR","Chris Conley","JAX","@HOU","$4,800","0.5%","12%","0%","0%","0.45"
"WR","Olamide Zaccheaus","ATL","CAR","$4,800","17.5%","43%","7%","6%","0.37"
"WR","Cedrick Wilson","DAL","NYG","$4,800","0.5%","8%","0%","0%","0.16"
"RB","Jordan Wilkins","IND","@CLE","$4,800","0.5%","8%","0%","0%","0.10"
"RB","Tony Pollard","DAL","NYG","$4,800","0.5%","6%","0%","0%","0.03"
"RB","Darrel Williams","KC","LV","$4,800","0.5%","5%","0%","0%","0.02"
"TE","Ian Thomas","CAR","@ATL","$4,700","0.5%","28%","3%","2%","3.71"
"WR","Miles Boykin","BAL","CIN","$4,700","0.5%","26%","2%","2%","3.45"
"WR","Josh Reynolds","LAR","@WAS","$4,700","0.5%","20%","1%","1%","1.57"
"WR","Christian Blake","ATL","CAR","$4,700","0.5%","18%","1%","1%","1.17"
"TE","Darren Fells","HOU","JAX","$4,700","0.5%","16%","1%","1%","1.03"
"RB","Boston Scott","PHI","@PIT","$4,700","0.5%","12%","0%","0%","0.29"
"RB","Matt Breida","MIA","@SF","$4,700","0.5%","11%","0%","0%","0.19"
"RB","Chris Thompson","JAX","@HOU","$4,700","0.5%","10%","0%","0%","0.13"
"WR","Demarcus Robinson","KC","LV","$4,700","0.5%","8%","0%","0%","0.13"
"RB","Benny Snell Jr.","PIT","PHI","$4,700","0.5%","7%","0%","0%","0.05"
"WR","J.J. Arcega-Whiteside","PHI","@PIT","$4,700","0.5%","5%","0%","0%","0.03"
"WR","Mike Thomas","CIN","@BAL","$4,700","0.5%","3%","0%","0%","0.01"
"WR","Isaiah Ford","MIA","@SF","$4,600","0.5%","31%","3%","3%","5.35"
"TE","Drew Sample","CIN","@BAL","$4,600","0.5%","31%","4%","2%","4.82"
"DEF","San Francisco 49ers","SF","MIA","$4,600","3.0%","44%","3%","9%","2.98"
"TE","Trey Burton","IND","@CLE","$4,600","0.5%","17%","1%","1%","1.13"
"RB","Duke Johnson","HOU","JAX","$4,600","0.5%","17%","0%","0%","0.77"
"RB","Gus Edwards","BAL","CIN","$4,600","0.5%","15%","0%","0%","0.46"
"WR","Devin Duvernay","BAL","CIN","$4,600","0.5%","12%","0%","0%","0.40"
"WR","Van Jefferson","LAR","@WAS","$4,600","0.5%","9%","0%","0%","0.17"
"WR","Jakeem Grant","MIA","@SF","$4,600","0.5%","7%","0%","0%","0.07"
"WR","Antonio Gandy-Golden","WAS","LAR","$4,600","0.5%","6%","0%","0%","0.05"
"WR","Noah Brown","DAL","NYG","$4,600","0.5%","6%","0%","0%","0.05"
"RB","Ito Smith","ATL","CAR","$4,600","0.5%","7%","0%","0%","0.05"
"RB","Giovani Bernard","CIN","@BAL","$4,600","0.5%","5%","0%","0%","0.02"
"WR","Brandon Powell","ATL","CAR","$4,600","0.5%","4%","0%","0%","0.02"
"RB","Peyton Barber","WAS","LAR","$4,600","0.5%","4%","0%","0%","0.01"
"RB","La'Mical Perine","NYJ","ARI","$4,600","0.5%","2%","0%","0%","0.00"
"RB","Jaylen Samuels","PIT","PHI","$4,600","0.5%","2%","0%","0%","0.00"
"TE","Tyler Eifert","JAX","@HOU","$4,500","0.5%","31%","4%","2%","4.81"
"WR","Isaiah Wright","WAS","LAR","$4,500","0.5%","21%","1%","1%","1.79"
"DEF","Indianapolis Colts","IND","@CLE","$4,500","3.0%","40%","2%","5%","1.62"
"WR","Marcus Johnson","IND","@CLE","$4,500","0.5%","15%","0%","0%","0.71"
"TE","David Njoku","CLE","IND","$4,500","0.5%","13%","1%","0%","0.58"
"RB","Jalen Richard","LV","@KC","$4,500","0.5%","12%","0%","0%","0.23"
"WR","Travis Fulgham","PHI","@PIT","$4,500","0.5%","8%","0%","0%","0.11"
"RB","Kyle Juszczyk","SF","MIA","$4,500","0.5%","8%","0%","0%","0.07"
"RB","Trenton Cannon","CAR","@ATL","$4,500","0.5%","7%","0%","0%","0.04"
"RB","Anthony McFarland","PIT","PHI","$4,500","0.5%","6%","0%","0%","0.03"
"WR","Auden Tate","CIN","@BAL","$4,500","0.5%","5%","0%","0%","0.03"
"WR","Zay Jones","LV","@KC","$4,500","0.5%","3%","0%","0%","0.01"
"RB","Alec Ingold","LV","@KC","$4,500","0.5%","4%","0%","0%","0.01"
"WR","Seth Roberts","CAR","@ATL","$4,500","0.5%","3%","0%","0%","0.01"
"WR","Trent Taylor","SF","MIA","$4,500","0.5%","2%","0%","0%","0.00"
"WR","C.J. Board","NYG","@DAL","$4,500","0.5%","2%","0%","0%","0.00"
"WR","Donovan Peoples-Jones","CLE","IND","$4,500","0.5%","2%","0%","0%","0.00"
"WR","Alex Erickson","CIN","@BAL","$4,500","0.5%","2%","0%","0%","0.00"
"RB","Patrick Ricard","BAL","CIN","$4,500","0.5%","3%","0%","0%","0.00"
"RB","Andy Janovich","CLE","IND","$4,500","0.5%","2%","0%","0%","0.00"
"RB","Corey Clement","PHI","@PIT","$4,500","0.5%","2%","0%","0%","0.00"
"DEF","Pittsburgh Steelers","PIT","PHI","$4,400","12.5%","51%","6%","16%","1.27"
"TE","Gerald Everett","LAR","@WAS","$4,400","0.5%","16%","1%","0%","0.89"
"TE","Richard Rodgers","PHI","@PIT","$4,300","0.5%","30%","3%","2%","3.77"
"DEF","Kansas City Chiefs","KC","LV","$4,300","12.5%","48%","4%","9%","0.75"
"TE","Ross Dwelley","SF","MIA","$4,300","0.5%","9%","0%","0%","0.20"
"TE","Dan Arnold","ARI","@NYJ","$4,200","0.5%","28%","3%","2%","3.41"
"TE","Foster Moreau","LV","@KC","$4,200","0.5%","19%","1%","1%","1.19"
"DEF","Arizona Cardinals","ARI","@NYJ","$4,200","7.5%","44%","2%","5%","0.65"
"TE","Blake Bell","DAL","NYG","$4,200","0.5%","13%","0%","0%","0.48"
"TE","Jason Witten","LV","@KC","$4,200","0.5%","13%","0%","0%","0.48"
"TE","Harrison Bryant","CLE","IND","$4,200","0.5%","11%","0%","0%","0.31"
"TE","Vance McDonald","PIT","PHI","$4,200","0.5%","11%","0%","0%","0.29"
"TE","Nick Boyle","BAL","CIN","$4,100","0.5%","20%","1%","1%","1.37"
"TE","Ryan Griffin","NYJ","ARI","$4,100","0.5%","17%","1%","0%","0.89"
"TE","Kaden Smith","NYG","@DAL","$4,100","0.5%","11%","0%","0%","0.31"
"TE","Adam Shaheen","MIA","@SF","$4,100","0.5%","8%","0%","0%","0.13"
"TE","Chris Manhertz","CAR","@ATL","$4,100","0.5%","7%","0%","0%","0.09"
"TE","James O'Shaughnessy","JAX","@HOU","$4,000","0.5%","18%","1%","0%","0.93"
"TE","Cethan Carter","CIN","@BAL","$4,000","0.5%","8%","0%","0%","0.12"
"TE","Luke Stocker","ATL","CAR","$4,000","0.5%","7%","0%","0%","0.10"
"TE","Trevon Wesco","NYJ","ARI","$4,000","0.5%","7%","0%","0%","0.08"
"TE","Nick Keizer","KC","LV","$4,000","0.5%","6%","0%","0%","0.07"
"DEF","Philadelphia Eagles","PHI","@PIT","$4,000","3.0%","16%","0%","0%","0.00"
"DEF","Cleveland Browns","CLE","IND","$3,800","0.5%","36%","0%","0%","0.73"
"DEF","Washington Football Team","WAS","LAR","$3,800","0.5%","30%","0%","0%","0.21"
"DEF","Houston Texans","HOU","JAX","$3,700","7.5%","44%","1%","1%","0.19"
"DEF","Jacksonville Jaguars","JAX","@HOU","$3,600","3.0%","43%","0%","1%","0.25"
"DEF","Miami Dolphins","MIA","@SF","$3,600","3.0%","41%","0%","1%","0.20"
"DEF","Dallas Cowboys","DAL","NYG","$3,500","7.5%","55%","2%","5%","0.68"
"DEF","Carolina Panthers","CAR","@ATL","$3,500","3.0%","38%","0%","0%","0.06"
"DEF","New York Jets","NYJ","ARI","$3,400","3.0%","49%","0%","1%","0.40"
"DEF","Atlanta Falcons","ATL","CAR","$3,300","3.0%","46%","0%","0%","0.13"
"DEF","New York Giants","NYG","@DAL","$3,200","0.5%","37%","0%","0%","0.05"
"DEF","Cincinnati Bengals","CIN","@BAL","$3,100","0.5%","27%","0%","0%","0.00"
"DEF","Las Vegas Raiders","LV","@KC","$3,000","0.5%","21%","0%","0%","0.00"
