"pos","player","tm","fd_sal","projected_own","cash_odds","gpp_odds","implied_own","fd_lev"
"QB","Kirk Cousins","MIN",7200,3,45,15,4,1.49
"WR","Chris Godwin","TAM",7200,7.5,42,7,7,0.95
"QB","Philip Rivers","IND",7100,3,50,17,5,1.66
"WR","Cooper Kupp","LAR",7100,7.5,47,11,10,1.4
"WR","Mike Evans","TAM",7100,7.5,45,10,10,1.39
"RB","James Robinson","JAX",7000,7.5,52,10,13,1.69
"QB","Mitchell Trubisky","CHI",7000,3,46,16,5,1.56
"RB","Ezekiel Elliott","DAL",7000,7.5,32,4,5,0.61
"RB","Raheem Mostert","SFO",6900,3,37,5,6,2.06
"WR","Terry McLaurin","WAS",6900,7.5,53,12,12,1.63
"WR","Brandon Aiyuk","SFO",6900,22.5,52,13,13,0.58
"QB","Jalen Hurts","PHI",6900,12.5,52,21,6,0.49
"QB","Tua Tagovailoa","MIA",6800,0.5,38,11,3,6.7
"RB","Miles Sanders","PHI",6800,7.5,51,10,13,1.76
"WR","Corey Davis","TEN",6800,7.5,47,9,9,1.24
"QB","Nick Mullens","SFO",6800,3,36,9,3,0.87
"WR","TY Hilton","IND",6800,12.5,48,11,10,0.84
"TE","Mark Andrews","BAL",6800,17.5,51,18,13,0.74
"QB","Andy Dalton","DAL",6700,0.5,40,11,3,6.57
"WR","Amari Cooper","DAL",6700,7.5,48,11,11,1.41
"RB","DAndre Swift","DET",6700,7.5,47,8,10,1.31
"RB","Cam Akers","LAR",6700,22.5,54,11,14,0.63
"QB","Gardner Minshew","JAX",6600,0.5,41,13,4,7.51
"QB","Sam Darnold","NYJ",6600,0.5,27,6,2,3.45
"RB","Kenyan Drake","ARI",6600,12.5,50,10,12,0.99
"WR","Brandin Cooks","HOU",6600,7.5,40,6,6,0.86
"QB","Dwayne Haskins","WAS",6500,0.5,33,8,2,4.62
"WR","Antonio Brown","TAM",6500,7.5,37,6,6,0.75
"WR","Jamison Crowder","NYJ",6400,0.5,25,2,2,4.69
"RB","Clyde EdwardsHelaire","KAN",6400,7.5,37,4,5,0.69
"WR","DeVante Parker","MIA",6300,0.5,30,4,4,7.2
"TE","Rob Gronkowski","TAM",6300,7.5,31,6,4,0.6
"RB","Nyheim Hines","IND",6200,3,38,5,7,2.19
"TE","TJ Hockenson","DET",6200,7.5,36,8,6,0.77
"RB","Todd Gurley","ATL",6100,0.5,23,2,2,4.09
"WR","Marvin Jones","DET",6100,7.5,42,7,7,0.97
"TE","Mike Gesicki","MIA",6000,3,33,7,5,1.62
"WR","Marquise Brown","BAL",6000,12.5,39,6,6,0.49
"RB","David Johnson","HOU",5900,3,38,4,5,1.8
"RB","JK Dobbins","BAL",5900,7.5,52,9,12,1.55
"WR","Keke Coutee","HOU",5900,7.5,43,8,7,0.99
"TE","Dallas Goedert","PHI",5900,7.5,33,6,4,0.6
"RB","Jeff Wilson","SFO",5800,0.5,36,4,5,9.69
"WR","DJ Chark","JAX",5800,3,42,7,7,2.26
"WR","CeeDee Lamb","DAL",5800,3,36,5,5,1.71
"RB","JD McKissic","WAS",5800,3,38,3,4,1.34
"WR","Breshad Perriman","NYJ",5700,0.5,28,3,3,5.64
"TE","Tyler Higbee","LAR",5700,3,27,4,3,1.07
"WR","Russell Gage","ATL",5700,7.5,40,6,6,0.79
"RB","Adrian Peterson","DET",5700,0.5,8,0,0,0.16
"WR","Chad Hansen","HOU",5600,0.5,30,3,3,6.25
"WR","Sammy Watkins","KAN",5600,0.5,27,3,3,5.3
"WR","Jakobi Meyers","NWE",5600,0.5,24,2,2,3.83
"TE","Jared Cook","NOR",5600,7.5,39,9,7,0.92
"RB","Carlos Hyde","SEA",5600,0.5,14,0,0,0.77
"RB","Darrell Henderson","LAR",5600,0.5,14,0,0,0.73
"TE","Logan Thomas","WAS",5600,7.5,33,6,5,0.61
"RB","Gus Edwards","BAL",5500,0.5,32,3,3,6.87
"WR","Denzel Mims","NYJ",5500,0.5,31,3,3,6.25
"TE","Jimmy Graham","CHI",5500,0.5,13,1,1,1.31
"WR","Michael Pittman Jr","IND",5500,7.5,37,6,6,0.75
"WR","Jalen Reagor","PHI",5500,3,24,2,2,0.66
"RB","Leonard Fournette","TAM",5500,17.5,49,8,10,0.58
"TE","Hayden Hurst","ATL",5500,7.5,32,5,4,0.51
"WR","Emmanuel Sanders","NOR",5500,22.5,46,8,8,0.36
"RB","Mark Ingram","BAL",5500,0.5,9,0,0,0.21
"WR","Keelan Cole","JAX",5400,0.5,32,4,4,7.24
"WR","Damiere Byrd","NWE",5400,0.5,26,2,2,4.15
"TE","Trey Burton","IND",5400,0.5,18,2,1,2.32
"WR","Mecole Hardman","KAN",5400,0.5,20,1,1,2.29
"TE","Irv Smith Jr","MIN",5400,3,35,7,5,1.59
"WR","Willie Snead","BAL",5400,3,28,3,3,0.87
"RB","Frank Gore","NYJ",5400,0.5,14,0,0,0.75
"RB","DeAndre Washington","MIA",5400,0.5,6,0,0,0.07
"RB","Latavius Murray","NOR",5300,0.5,30,2,2,4.57
"WR","Danny Amendola","DET",5300,0.5,27,2,2,4.38
"TE","Zach Ertz","PHI",5300,0.5,21,2,2,3.04
"WR","Josh Reynolds","LAR",5300,0.5,20,1,1,2.19
"TE","Jonnu Smith","TEN",5300,3,35,7,5,1.63
"WR","NKeal Harry","NWE",5300,0.5,17,1,1,1.47
"WR","Darnell Mooney","CHI",5300,3,28,3,3,0.87
"WR","Christian Kirk","ARI",5300,7.5,38,6,6,0.77
"RB","Chase Edmonds","ARI",5300,3,28,2,2,0.67
"WR","Laviska Shenault","JAX",5200,0.5,28,3,3,5.32
"TE","Dan Arnold","ARI",5200,0.5,22,3,2,3.65
"RB","James White","NWE",5200,0.5,25,1,2,3.17
"WR","Michael Gallup","DAL",5200,3,39,5,5,1.78
"TE","Dalton Schultz","DAL",5200,3,34,6,4,1.36
"RB","LeVeon Bell","KAN",5200,0.5,14,0,0,0.67
"WR","Alshon Jeffery","PHI",5200,0.5,11,0,0,0.39
"WR","Cordarrelle Patterson","CHI",5200,0.5,10,0,0,0.22
"WR","Travis Fulgham","PHI",5200,0.5,7,0,0,0.12
"WR","Collin Johnson","JAX",5200,0.5,6,0,0,0.09
"TE","Jordan Reed","SFO",5100,0.5,34,6,4,8.89
"TE","Cole Kmet","CHI",5100,3,36,6,5,1.56
"RB","Salvon Ahmed","MIA",5100,3,38,4,5,1.53
"WR","Mohamed Sanu","DET",5100,0.5,17,1,1,1.38
"WR","Devin Duvernay","BAL",5100,0.5,11,0,0,0.39
"WR","Mack Hollins","MIA",5100,0.5,7,0,0,0.13
"WR","Braxton Berrios","NYJ",5100,0.5,6,0,0,0.08
"RB","Jerick McKinnon","SFO",5100,0.5,2,0,0,0
"RB","Sony Michel","NWE",5000,0.5,37,3,3,6.97
"RB","Peyton Barber","WAS",5000,0.5,32,3,3,6.7
"TE","Jordan Akins","HOU",5000,0.5,29,4,3,5.67
"TE","Gerald Everett","LAR",5000,0.5,25,3,2,4.09
"DEF","Los Angeles Rams","LAR",5000,22.5,62,24,55,2.42
"WR","Lynn Bowden","MIA",5000,3,39,6,6,1.86
"WR","Demarcus Robinson","KAN",5000,0.5,15,0,0,0.87
"WR","TreQuan Smith","NOR",5000,7.5,37,5,5,0.68
"RB","Ty Johnson","NYJ",5000,0.5,14,0,0,0.64
"WR","Quintez Cephus","DET",5000,0.5,12,0,0,0.5
"RB","Jordan Wilkins","IND",5000,0.5,9,0,0,0.18
"WR","Miles Boykin","BAL",5000,0.5,8,0,0,0.16
"RB","Malcolm Brown","LAR",5000,0.5,8,0,0,0.12
"WR","Scott Miller","TAM",5000,0.5,7,0,0,0.11
"WR","Anthony Miller","CHI",4900,0.5,30,3,3,5.69
"WR","David Moore","SEA",4900,0.5,21,1,1,2.1
"WR","Cam Sims","WAS",4900,0.5,19,1,1,1.81
"TE","Will Dissly","SEA",4900,0.5,18,1,1,1.81
"TE","Darren Fells","HOU",4900,0.5,16,1,1,1.38
"WR","Larry Fitzgerald","ARI",4900,0.5,17,1,1,1.06
"DEF","Indianapolis Colts","IND",4900,7.5,33,1,3,0.43
"RB","LeSean McCoy","TAM",4900,0.5,11,0,0,0.24
"RB","Boston Scott","PHI",4900,0.5,10,0,0,0.22
"WR","Chris Conley","JAX",4900,0.5,2,0,0,0.01
"RB","Ito Smith","ATL",4800,0.5,25,1,1,2.4
"TE","Jack Doyle","IND",4800,0.5,18,1,1,1.89
"WR","Greg Ward","PHI",4800,0.5,19,1,1,1.71
"DEF","Baltimore Ravens","BAL",4800,12.5,50,8,19,1.49
"WR","Jakeem Grant","MIA",4800,0.5,16,1,1,1.08
"WR","Kendrick Bourne","SFO",4800,3,30,3,3,0.92
"WR","Van Jefferson","LAR",4800,0.5,10,0,0,0.27
"TE","Adam Shaheen","MIA",4800,0.5,8,0,0,0.26
"RB","Brian Hill","ATL",4800,0.5,10,0,0,0.17
"RB","Jeremy McNichols","TEN",4800,0.5,8,0,0,0.1
"WR","Freddie Swain","SEA",4800,0.5,6,0,0,0.07
"WR","KeeSean Johnson","ARI",4800,0.5,4,0,0,0.01
"RB","Kerryon Johnson","DET",4800,0.5,4,0,0,0.01
"RB","Patrick Laird","MIA",4800,0.5,2,0,0,0
"RB","Tony Pollard","DAL",4700,0.5,33,2,3,5.17
"WR","Richie James","SFO",4700,0.5,22,1,1,2.47
"TE","Jacob Hollister","SEA",4700,0.5,18,1,1,1.9
"TE","Durham Smythe","MIA",4700,0.5,10,0,0,0.46
"WR","Steven Sims","WAS",4700,0.5,11,0,0,0.35
"RB","Josh Adams","NYJ",4700,0.5,10,0,0,0.19
"WR","Dez Bryant","BAL",4700,0.5,9,0,0,0.16
"WR","Christian Blake","ATL",4700,0.5,8,0,0,0.12
"WR","Gunner Olszewski","NWE",4700,0.5,5,0,0,0.04
"WR","Jamal Agnew","DET",4700,0.5,5,0,0,0.03
"WR","Cedrick Wilson","DAL",4700,0.5,3,0,0,0.01
"RB","Tevin Coleman","SFO",4700,0.5,3,0,0,0.01
"RB","Darrel Williams","KAN",4700,0.5,3,0,0,0
"RB","Mike Boone","MIN",4700,0.5,2,0,0,0
"WR","Zach Pascal","IND",4600,0.5,25,2,2,3.35
"TE","Tyler Eifert","JAX",4600,0.5,22,2,1,2.76
"TE","Anthony Firkser","TEN",4600,0.5,19,1,1,1.88
"TE","Cameron Brate","TAM",4600,0.5,16,1,1,1.25
"DEF","Miami Dolphins","MIA",4600,7.5,40,2,5,0.64
"WR","Deonte Harris","NOR",4600,0.5,13,0,0,0.52
"WR","Kalif Raymond","TEN",4600,0.5,10,0,0,0.22
"WR","Brandon Powell","ATL",4600,0.5,10,0,0,0.22
"WR","Chad Beebe","MIN",4600,0.5,8,0,0,0.15
"WR","Cameron Batson","TEN",4600,0.5,8,0,0,0.12
"RB","CJ Prosise","HOU",4600,0.5,8,0,0,0.1
"WR","Dontrelle Inman","WAS",4600,0.5,3,0,0,0.01
"RB","KeShawn Vaughn","TAM",4600,0.5,2,0,0,0
"TE","Mo AlieCox","IND",4500,0.5,24,2,2,3.35
"DEF","Seattle Seahawks","SEA",4500,12.5,46,4,9,0.69
"RB","Kyle Juszczyk","SFO",4500,0.5,14,0,0,0.45
"RB","JJ Taylor","NWE",4500,0.5,13,0,0,0.33
"RB","Buddy Howell","HOU",4500,0.5,9,0,0,0.1
"WR","Malcolm Perry","MIA",4500,0.5,7,0,0,0.09
"WR","Juwan Johnson","NOR",4500,0.5,5,0,0,0.03
"WR","Laquon Treadwell","ATL",4500,0.5,5,0,0,0.03
"RB","Ameer Abdullah","MIN",4500,0.5,6,0,0,0.03
"WR","Isaiah Wright","WAS",4500,0.5,4,0,0,0.01
"RB","Devine Ozigbo","JAX",4500,0.5,4,0,0,0.01
"RB","Patrick Ricard","BAL",4500,0.5,4,0,0,0.01
"RB","Jonathan Ward","ARI",4500,0.5,3,0,0,0.01
"RB","Jakob Johnson","NWE",4500,0.5,3,0,0,0
"WR","Noah Brown","DAL",4500,0.5,2,0,0,0
"RB","Rashaad Penny","SEA",4500,0.5,3,0,0,0
"RB","Dare Ogunbowale","JAX",4500,0.5,2,0,0,0
"RB","CJ Ham","MIN",4500,0.5,2,0,0,0
"RB","Senorise Perry","TEN",4500,0.5,2,0,0,0
"TE","Ross Dwelley","SFO",4400,0.5,18,1,1,1.52
"TE","Geoff Swaim","TEN",4400,0.5,16,1,1,1.07
"TE","Chris Herndon","NYJ",4400,0.5,13,1,0,0.74
"TE","Jesse James","DET",4400,0.5,10,0,0,0.4
"DEF","Chicago Bears","CHI",4400,3,30,0,1,0.25
"TE","Tyler Conklin","MIN",4300,0.5,21,1,1,2.08
"TE","Adam Trautman","NOR",4300,0.5,12,0,0,0.58
"DEF","Arizona Cardinals","ARI",4300,7.5,35,1,1,0.16
"DEF","Kansas City Chiefs","KAN",4300,3,20,0,0,0.01
"TE","Maxx Williams","ARI",4200,0.5,16,1,0,0.96
"DEF","San Francisco 49ers","SFO",4200,3,38,1,2,0.51
"TE","Ryan Griffin","NYJ",4200,0.5,9,0,0,0.23
"DEF","Washington Football Team","WAS",4200,0.5,23,0,0,0.13
"TE","James OShaughnessy","JAX",4100,0.5,20,1,1,1.66
"DEF","New England Patriots","NWE",4100,3,40,1,2,0.6
"TE","Dalton Keene","NWE",4100,0.5,8,0,0,0.17
"TE","Jeremy Sprinkle","WAS",4100,0.5,6,0,0,0.07
"DEF","Tampa Bay Buccaneers","TAM",4000,3,48,2,5,1.56
"TE","Jaeden Graham","ATL",4000,0.5,8,0,0,0.18
"TE","Blake Bell","DAL",4000,0.5,8,0,0,0.15
"TE","Charlie Woerner","SFO",4000,0.5,8,0,0,0.15
"TE","Devin Asiasi","NWE",4000,0.5,7,0,0,0.12
"DEF","Tennessee Titans","TEN",3900,7.5,47,1,3,0.43
"DEF","Minnesota Vikings","MIN",3900,3,41,1,1,0.39
"DEF","New Orleans Saints","NOR",3800,0.5,22,0,0,0.01
"DEF","Philadelphia Eagles","PHI",3700,0.5,30,0,0,0.09
"DEF","Dallas Cowboys","DAL",3600,3,43,0,1,0.22
"DEF","Atlanta Falcons","ATL",3500,0.5,31,0,0,0.05
"DEF","Jacksonville Jaguars","JAX",3400,0.5,21,0,0,0
"DEF","Houston Texans","HOU",3300,0.5,36,0,0,0.07
"DEF","Detroit Lions","DET",3200,3,27,0,0,0
"DEF","New York Jets","NYJ",3000,0.5,23,0,0,0
