"pos","player","tm","fd_sal","projected_own","cash_odds","gpp_odds","implied_own","fd_lev"
"QB","Mike Glennon","JAX",6500,0.5,31,7,2,4.52
"RB","Melvin Gordon","DEN",6400,32.5,55,11,18,0.56
"RB","LeVeon Bell","KAN",6400,12.5,43,7,11,0.86
"WR","TY Hilton","IND",6400,7.5,38,6,7,0.91
"RB","JK Dobbins","BAL",6300,7.5,52,10,16,2.1
"RB","Tony Pollard","DAL",6300,3,36,4,6,2.15
"WR","Marquise Brown","BAL",6200,12.5,40,7,8,0.61
"TE","Noah Fant","DEN",6200,7.5,38,8,6,0.81
"WR","Keke Coutee","HOU",6100,12.5,42,8,9,0.69
"RB","James Conner","PIT",6100,3,24,1,2,0.66
"RB","Giovani Bernard","CIN",6000,7.5,44,6,10,1.27
"TE","Logan Thomas","WAS",6000,7.5,42,10,8,1.04
"WR","CeeDee Lamb","DAL",6000,7.5,40,7,8,1.05
"WR","Jamison Crowder","NYJ",6000,7.5,40,6,7,0.97
"WR","Chase Claypool","PIT",6000,3,41,8,9,3.01
"RB","Dare Ogunbowale","JAX",6000,0.5,20,1,2,3.2
"WR","Curtis Samuel","CAR",5900,7.5,42,8,9,1.19
"RB","Wayne Gallman","NYG",5900,3,32,2,4,1.31
"WR","DJ Chark","JAX",5900,3,36,5,6,1.93
"WR","Russell Gage","ATL",5800,17.5,41,6,7,0.42
"WR","Tee Higgins","CIN",5800,12.5,42,7,8,0.67
"RB","JD McKissic","WAS",5800,3,44,5,9,2.84
"TE","Tyler Higbee","LAR",5800,3,29,5,3,1.15
"RB","Todd Gurley","ATL",5800,0.5,20,1,1,2.79
"TE","Dallas Goedert","PHI",5700,7.5,40,9,7,0.87
"WR","Chad Hansen","HOU",5700,7.5,38,6,6,0.86
"RB","Gus Edwards","BAL",5700,3,28,2,3,0.98
"WR","Jalen Reagor","PHI",5700,3,32,4,5,1.51
"RB","Carlos Hyde","SEA",5700,0.5,14,0,1,1.09
"WR","Mike Williams","LAC",5700,0.5,17,1,1,1.7
"RB","Darrell Henderson","LAR",5600,7.5,42,5,8,1.03
"WR","Michael Gallup","DAL",5600,7.5,37,5,6,0.77
"TE","Hayden Hurst","ATL",5600,7.5,34,6,5,0.6
"RB","Nyheim Hines","IND",5600,3,32,3,4,1.42
"WR","Breshad Perriman","NYJ",5600,3,29,3,4,1.22
"RB","Frank Gore","NYJ",5600,0.5,25,1,2,3.59
"WR","Tyron Johnson","LAC",5600,0.5,28,3,3,6.74
"WR","Tim Patrick","DEN",5500,7.5,42,7,8,1.13
"WR","Mecole Hardman","KAN",5500,7.5,30,3,4,0.52
"WR","AJ Green","CIN",5500,3,40,6,7,2.3
"WR","Sterling Shepard","NYG",5500,3,37,5,6,1.95
"RB","Malcolm Brown","LAR",5500,3,30,2,4,1.22
"TE","Zach Ertz","PHI",5500,3,30,5,3,1.14
"WR","Greg Ward","PHI",5500,3,23,2,2,0.6
"TE","Eric Ebron","PIT",5500,0.5,33,6,4,8.32
"WR","Sammy Watkins","KAN",5400,7.5,32,4,4,0.57
"TE","Cole Kmet","CHI",5400,3,36,7,5,1.74
"WR","Laviska Shenault","JAX",5400,3,33,4,5,1.59
"WR","Darnell Mooney","CHI",5400,3,30,3,4,1.27
"RB","Darrel Williams","KAN",5400,3,18,1,1,0.3
"WR","Jalen Guyton","LAC",5400,0.5,27,2,3,5.66
"RB","Benny Snell Jr","PIT",5400,0.5,17,0,1,1.52
"TE","Jimmy Graham","CHI",5400,0.5,18,2,1,2.27
"WR","James Washington","PIT",5400,0.5,12,0,0,0.58
"WR","Denzel Mims","NYJ",5300,3,34,4,5,1.6
"WR","KJ Hamler","DEN",5300,3,33,4,5,1.65
"WR","Michael Pittman Jr","IND",5300,3,32,4,4,1.4
"TE","Evan Engram","NYG",5300,0.5,39,7,5,10.71
"RB","Ty Johnson","NYJ",5300,0.5,17,0,1,1.38
"WR","Alshon Jeffery","PHI",5300,0.5,15,0,1,1.04
"WR","Cordarrelle Patterson","CHI",5300,0.5,10,0,0,0.28
"RB","Jaylen Samuels","PIT",5300,0.5,1,0,0,0
"WR","Jerry Jeudy","DEN",5200,3,33,4,4,1.44
"TE","Dalton Schultz","DAL",5200,0.5,34,6,4,8.77
"TE","Trey Burton","IND",5200,0.5,16,1,1,1.77
"WR","Willie Snead","BAL",5200,0.5,20,1,1,2.3
"RB","Brian Hill","ATL",5200,0.5,9,0,0,0.24
"WR","Miles Boykin","BAL",5200,0.5,11,0,0,0.45
"RB","Peyton Barber","WAS",5200,0.5,5,0,0,0.05
"TE","Austin Hooper","CLE",5100,17.5,41,9,6,0.37
"TE","Jordan Akins","HOU",5100,3,30,4,3,1.09
"WR","Zach Pascal","IND",5100,3,30,3,4,1.22
"RB","Devine Ozigbo","JAX",5100,0.5,17,0,1,1.26
"WR","Josh Reynolds","LAR",5100,0.5,20,1,1,2.37
"WR","Keelan Cole","JAX",5100,0.5,15,0,1,1.05
"WR","Demarcus Robinson","KAN",5100,0.5,10,0,0,0.39
"WR","Freddie Swain","SEA",5100,0.5,5,0,0,0.06
"DEF","Baltimore Ravens","BAL",5000,17.5,49,9,52,2.97
"WR","Cam Sims","WAS",5000,7.5,36,5,5,0.68
"WR","Darius Slayton","NYG",5000,3,42,6,7,2.42
"RB","Ito Smith","ATL",5000,3,27,1,2,0.61
"RB","Kalen Ballage","LAC",5000,3,16,0,1,0.19
"TE","Harrison Bryant","CLE",5000,0.5,22,2,2,3.15
"WR","Collin Johnson","JAX",5000,0.5,22,1,2,3.03
"TE","David Njoku","CLE",5000,0.5,19,1,1,2.2
"WR","Travis Fulgham","PHI",5000,0.5,10,0,0,0.34
"WR","Braxton Berrios","NYJ",5000,0.5,9,0,0,0.27
"WR","Dez Bryant","BAL",5000,0.5,7,0,0,0.14
"RB","LaMical Perine","NYJ",5000,0.5,5,0,0,0.04
"WR","Quez Watkins","PHI",5000,0.5,4,0,0,0.02
"WR","Chris Conley","JAX",5000,0.5,3,0,0,0.02
"DEF","Cleveland Browns","CLE",4900,12.5,39,3,16,1.29
"WR","Marvin Hall","CLE",4900,7.5,32,4,4,0.54
"WR","Anthony Miller","CHI",4900,0.5,28,2,3,5.5
"WR","David Moore","SEA",4900,0.5,21,1,1,2.4
"RB","Samaje Perine","CIN",4900,0.5,15,0,0,0.93
"RB","Rodney Smith","CAR",4900,0.5,14,0,0,0.75
"WR","Devin Duvernay","BAL",4900,0.5,8,0,0,0.18
"RB","Joshua Kelley","LAC",4900,0.5,5,0,0,0.03
"DEF","Washington Football Team","WAS",4800,3,25,0,2,0.58
"TE","Gerald Everett","LAR",4800,0.5,28,3,3,5.03
"TE","Jacob Hollister","SEA",4800,0.5,20,2,1,2.3
"RB","Boston Scott","PHI",4800,0.5,13,0,0,0.56
"RB","Royce Freeman","DEN",4800,0.5,10,0,0,0.24
"RB","Jordan Wilkins","IND",4800,0.5,5,0,0,0.04
"WR","Van Jefferson","LAR",4800,0.5,5,0,0,0.06
"RB","Rashaad Penny","SEA",4800,0.5,2,0,0,0
"WR","Steven Mitchellell","HOU",4800,0.5,3,0,0,0.01
"DEF","Chicago Bears","CHI",4700,12.5,36,2,9,0.72
"TE","Drew Sample","CIN",4700,0.5,20,2,1,2.31
"TE","Jack Doyle","IND",4700,0.5,17,1,1,1.56
"RB","Alfred Morris","NYG",4700,0.5,12,0,0,0.39
"TE","Ian Thomas","CAR",4700,0.5,12,0,0,0.67
"WR","Laquon Treadwell","ATL",4700,0.5,5,0,0,0.03
"RB","Rico Dowdle","DAL",4700,0.5,3,0,0,0
"RB","Justice Hill","BAL",4700,0.5,2,0,0,0
"RB","Alexander Armah","CAR",4700,0.5,2,0,0,0
"DEF","Houston Texans","HOU",4600,7.5,28,0,2,0.27
"TE","Tyler Eifert","JAX",4600,0.5,23,2,2,3.18
"WR","Steven Sims","WAS",4600,0.5,18,1,1,1.47
"TE","Chris Herndon","NYJ",4600,0.5,15,1,1,1.16
"TE","Darren Fells","HOU",4600,0.5,10,0,0,0.42
"WR","Christian Blake","ATL",4600,0.5,8,0,0,0.16
"RB","Trayveon Williams","CIN",4600,0.5,6,0,0,0.05
"WR","DaeSean Hamilton","DEN",4600,0.5,7,0,0,0.09
"RB","Dion Lewis","NYG",4600,0.5,4,0,0,0.01
"WR","Noah Brown","DAL",4600,0.5,5,0,0,0.04
"RB","CJ Prosise","HOU",4600,0.5,3,0,0,0.01
"WR","Cedrick Wilson","DAL",4600,0.5,4,0,0,0.02
"RB","Buddy Howell","HOU",4600,0.5,2,0,0,0
"RB","DErnest Johnson","CLE",4600,0.5,2,0,0,0
"RB","Trenton Cannon","CAR",4600,0.5,2,0,0,0
"WR","KJ Hill","LAC",4600,0.5,2,0,0,0
"DEF","Los Angeles Rams","LAR",4500,3,25,0,1,0.28
"WR","Alex Erickson","CIN",4500,0.5,22,1,1,2.49
"WR","Isaiah Wright","WAS",4500,0.5,18,1,1,1.47
"WR","Austin Mack","NYG",4500,0.5,17,1,1,1.18
"WR","Brandon Powell","ATL",4500,0.5,10,0,0,0.3
"TE","Will Dissly","SEA",4500,0.5,8,0,0,0.24
"WR","Mike Thomas","CIN",4500,0.5,6,0,0,0.07
"WR","Robert Foster","WAS",4500,0.5,6,0,0,0.05
"RB","Patrick Ricard","BAL",4500,0.5,4,0,0,0.01
"RB","Scottie Phillips","HOU",4500,0.5,3,0,0,0.01
"WR","CJ Board","NYG",4500,0.5,4,0,0,0.02
"RB","Gabe Nabers","LAC",4500,0.5,2,0,0,0
"WR","Dontrelle Inman","WAS",4500,0.5,3,0,0,0.01
"DEF","Pittsburgh Steelers","PIT",4400,3,29,0,1,0.42
"TE","Mo AlieCox","IND",4400,0.5,22,2,1,2.74
"TE","Nick Vannett","DEN",4400,0.5,7,0,0,0.17
"DEF","Indianapolis Colts","IND",4300,3,29,0,1,0.36
"TE","Donald Parham","LAC",4200,12.5,32,4,3,0.25
"DEF","Philadelphia Eagles","PHI",4200,7.5,35,0,2,0.32
"TE","Pharaoh Brown","HOU",4200,0.5,9,0,0,0.25
"DEF","Kansas City Chiefs","KAN",4100,7.5,44,1,7,0.98
"TE","James OShaughnessy","JAX",4100,0.5,18,1,1,1.42
"TE","Ryan Griffin","NYJ",4100,0.5,10,0,0,0.29
"TE","Kahale Warring","HOU",4100,0.5,7,0,0,0.12
"TE","Jeremy Sprinkle","WAS",4100,0.5,6,0,0,0.08
"DEF","Carolina Panthers","CAR",4000,7.5,39,0,3,0.36
"TE","Greg Olsen","SEA",4000,0.5,16,1,0,0.89
"TE","Stephen Anderson","LAC",4000,0.5,15,1,0,0.8
"TE","Kaden Smith","NYG",4000,0.5,13,0,0,0.59
"TE","Blake Bell","DAL",4000,0.5,8,0,0,0.19
"TE","Chris Manhertz","CAR",4000,0.5,8,0,0,0.16
"TE","Jaeden Graham","ATL",4000,0.5,8,0,0,0.15
"TE","Cethan Carter","CIN",4000,0.5,7,0,0,0.1
"DEF","Seattle Seahawks","SEA",3900,3,39,0,2,0.63
"DEF","Dallas Cowboys","DAL",3800,3,36,0,1,0.23
"DEF","Los Angeles Chargers","LAC",3700,7.5,49,1,6,0.86
"DEF","Jacksonville Jaguars","JAX",3600,0.5,34,0,0,0.4
"DEF","Denver Broncos","DEN",3500,0.5,37,0,0,0.54
"DEF","New York Giants","NYG",3400,0.5,26,0,0,0.01
"DEF","Cincinnati Bengals","CIN",3200,3,37,0,0,0.02
"DEF","Atlanta Falcons","ATL",3100,0.5,21,0,0,0
"DEF","New York Jets","NYJ",3000,3,42,0,0,0.02
