"pos","player","tm","fd_sal","projected_own","cash_odds","gpp_odds","implied_own","fd_lev"
"TE","Albert Okwuegbunam","DEN",4700,0.5,27,3,2,3.46
"WR","Willie Snead","BAL",4700,0.5,20,1,1,1.92
"RB","Samaje Perine","CIN",4700,0.5,11,0,0,0.26
"RB","Tyler Ervin","GNB",4700,0.5,8,0,0,0.1
"WR","Cordarrelle Patterson","CHI",4700,0.5,9,0,0,0.18
"WR","Van Jefferson","LAR",4700,0.5,4,0,0,0.02
"DEF","Tennessee Titans","TEN",4600,7.5,41,3,7,0.89
"RB","Gus Edwards","BAL",4600,3,32,2,2,0.79
"RB","DeeJay Dallas","SEA",4600,3,25,1,2,0.51
"TE","Drew Sample","CIN",4600,0.5,29,4,2,4.11
"WR","Jeff Smith","NYJ",4600,0.5,22,1,1,2.2
"TE","Will Dissly","SEA",4600,0.5,15,1,0,0.8
"WR","Jakeem Grant","MIA",4600,0.5,14,0,0,0.71
"RB","Jordan Wilkins","IND",4600,0.5,8,0,0,0.1
"WR","Isaiah McKenzie","BUF",4600,0.5,7,0,0,0.08
"RB","Dontrell Hilliard","CLE",4600,0.5,5,0,0,0.02
"WR","Malik Taylor","GNB",4600,0.5,6,0,0,0.07
"RB","Anthony McFarland","PIT",4600,0.5,4,0,0,0.01
"WR","Freddie Swain","SEA",4600,0.5,5,0,0,0.03
"RB","Trayveon Williams","CIN",4600,0.5,3,0,0,0
"WR","Marvin Hall","DET",4600,0.5,3,0,0,0.01
"WR","Javon Wims","CHI",4600,0.5,2,0,0,0.01
"WR","Auden Tate","CIN",4600,0.5,2,0,0,0
"DEF","Buffalo Bills","BUF",4500,7.5,47,4,10,1.39
"WR","Marcus Johnson","IND",4500,3,34,4,4,1.27
"WR","Jakobi Meyers","NWE",4500,0.5,33,3,4,7.06
"TE","Irv Smith Jr","MIN",4500,0.5,30,4,2,4.38
"TE","Gerald Everett","LAR",4500,0.5,27,3,2,3.36
"WR","Trent Taylor","SFO",4500,0.5,16,0,0,0.84
"WR","Michael Pittman Jr","IND",4500,0.5,14,0,0,0.66
"TE","Jesse James","DET",4500,0.5,13,0,0,0.55
"WR","Miles Boykin","BAL",4500,0.5,14,0,0,0.63
"RB","Kyle Juszczyk","SFO",4500,0.5,11,0,0,0.2
"RB","Jalen Richard","LVR",4500,0.5,9,0,0,0.14
"WR","Gunner Olszewski","NWE",4500,0.5,12,0,0,0.4
"WR","Darrius Shepherd","GNB",4500,0.5,11,0,0,0.36
"WR","KhaDarel Hodge","CLE",4500,0.5,11,0,0,0.31
"WR","Austin Carr","NOR",4500,0.5,10,0,0,0.28
"WR","Juwan Johnson","NOR",4500,0.5,10,0,0,0.28
"RB","Jeremy McNichols","TEN",4500,0.5,8,0,0,0.07
"RB","Alec Ingold","LVR",4500,0.5,7,0,0,0.06
"RB","Jakob Johnson","NWE",4500,0.5,4,0,0,0.01
"WR","Marcus Kemp","KAN",4500,0.5,5,0,0,0.03
"WR","Chad Beebe","MIN",4500,0.5,5,0,0,0.03
"RB","Ryan Nall","CHI",4500,0.5,3,0,0,0.01
"RB","Patrick Ricard","BAL",4500,0.5,3,0,0,0
"WR","Dante Pettis","SFO",4500,0.5,3,0,0,0.01
"RB","Ty Johnson","NYJ",4500,0.5,2,0,0,0
"RB","Andy Janovich","CLE",4500,0.5,2,0,0,0
"WR","Zay Jones","LVR",4500,0.5,3,0,0,0.01
"WR","Olabisi Johnson","MIN",4500,0.5,3,0,0,0.01
"WR","Mike Thomas","CIN",4500,0.5,3,0,0,0.01
"WR","Equanimeous St Brown","GNB",4500,0.5,3,0,0,0.01
"RB","CJ Ham","MIN",4500,0.5,2,0,0,0
"WR","Isaiah Zuber","NWE",4500,0.5,13,0,0,0.47
"DEF","Cleveland Browns","CLE",4400,3,28,0,1,0.17
"TE","Chris Herndon","NYJ",4400,0.5,21,2,1,1.77
"TE","Kyle Rudolph","MIN",4400,0.5,18,1,1,1.19
"TE","Cole Kmet","CHI",4400,0.5,10,0,0,0.28
"TE","Adam Shaheen","MIA",4400,0.5,9,0,0,0.23
"DEF","Los Angeles Chargers","LAC",4300,7.5,41,2,4,0.54
"TE","Jason Witten","LVR",4300,0.5,11,0,0,0.35
"TE","Jace Sternberger","GNB",4300,0.5,10,0,0,0.28
"TE","Jacob Hollister","SEA",4300,0.5,9,0,0,0.21
"DEF","Pittsburgh Steelers","PIT",4200,0.5,24,0,0,0.2
"TE","Foster Moreau","LVR",4200,0.5,14,1,0,0.57
"TE","Reggie Gilliam","BUF",4200,0.5,10,0,0,0.22
"TE","Ross Dwelley","SFO",4200,0.5,9,0,0,0.21
"TE","Demetrius Harris","CHI",4200,0.5,9,0,0,0.18
"TE","Adam Trautman","NOR",4200,0.5,9,0,0,0.18
"TE","Vance McDonald","PIT",4200,0.5,8,0,0,0.14
"TE","Josh Hill","NOR",4200,0.5,7,0,0,0.1
"DEF","New England Patriots","NWE",4100,3,26,0,0,0.03
"TE","Nick Boyle","BAL",4100,0.5,17,1,0,0.88
"TE","Ryan Griffin","NYJ",4100,0.5,16,1,0,0.79
"TE","Trevon Wesco","NYJ",4100,0.5,13,0,0,0.45
"TE","Ryan Izzo","NWE",4100,0.5,11,0,0,0.27
"TE","Nick Keizer","KAN",4100,0.5,8,0,0,0.14
"DEF","Green Bay Packers","GNB",4000,7.5,43,1,3,0.35
"DEF","San Francisco 49ers","SFO",4000,0.5,27,0,0,0.22
"TE","Tyler Conklin","MIN",4000,0.5,10,0,0,0.21
"TE","Cethan Carter","CIN",4000,0.5,8,0,0,0.12
"TE","Stephen Carlson","CLE",4000,0.5,7,0,0,0.09
"TE","Nick Vannett","DEN",4000,0.5,7,0,0,0.08
"TE","Dalton Keene","NWE",4000,0.5,8,0,0,0.12
"DEF","Denver Broncos","DEN",3900,3,31,0,0,0.06
"DEF","Miami Dolphins","MIA",3900,0.5,29,0,0,0.22
"DEF","Chicago Bears","CHI",3800,3,27,0,0,0.01
"DEF","Seattle Seahawks","SEA",3700,3,38,0,0,0.15
"DEF","New Orleans Saints","NOR",3600,12.5,53,2,5,0.43
"DEF","Las Vegas Raiders","LVR",3500,0.5,43,0,1,1.12
"DEF","Detroit Lions","DET",3400,3,48,0,1,0.35
"DEF","Cincinnati Bengals","CIN",3300,0.5,35,0,0,0.05
"DEF","Minnesota Vikings","MIN",3100,0.5,29,0,0,0
"DEF","New York Jets","NYJ",2500,0.5,18,0,0,0
