"pos","player","tm","fd_sal","projected_own","cash_odds","gpp_odds","implied_own","fd_lev"
"WR","Robert Woods","LAR",7100,17.5,46,11,11,0.63
"QB","Philip Rivers","IND",7000,3,49,16,4,1.48
"TE","Darren Waller","LVR",7000,17.5,42,12,10,0.57
"RB","Austin Ekeler","LAC",7000,27.5,51,9,11,0.41
"WR","Allen Robinson","CHI",6900,12.5,48,10,10,0.83
"QB","Mitchell Trubisky","CHI",6900,12.5,45,16,4,0.34
"QB","Matthew Stafford","DET",6800,0.5,40,12,3,6.48
"QB","Mike Glennon","JAX",6800,0.5,34,9,2,4.65
"WR","DeVante Parker","MIA",6800,12.5,44,10,9,0.75
"QB","Tua Tagovailoa","MIA",6700,3,45,15,4,1.38
"RB","Kenyan Drake","ARI",6600,3,40,5,7,2.31
"WR","Tyler Boyd","CIN",6600,3,34,5,5,1.56
"WR","Cooper Kupp","LAR",6600,12.5,49,11,11,0.87
"RB","Todd Gurley","ATL",6600,3,24,2,2,0.7
"QB","Sam Darnold","NYJ",6500,0.5,40,13,4,7.1
"QB","Colt McCoy","NYG",6500,0.5,29,6,2,3.32
"WR","Brandin Cooks","HOU",6500,22.5,49,11,11,0.48
"RB","Nyheim Hines","IND",6400,3,42,6,8,2.64
"RB","Jonathan Taylor","IND",6400,3,42,6,7,2.44
"WR","Tee Higgins","CIN",6400,3,35,5,5,1.74
"WR","Travis Fulgham","PHI",6300,0.5,19,1,1,2.38
"WR","DJ Chark","JAX",6300,3,39,6,6,2.09
"RB","Kareem Hunt","CLE",6300,7.5,46,7,9,1.23
"RB","David Johnson","HOU",6200,3,40,5,7,2.22
"WR","Jamison Crowder","NYJ",6200,3,37,6,6,1.94
"TE","Dallas Goedert","PHI",6200,7.5,35,7,6,0.79
"RB","David Montgomery","CHI",6200,17.5,52,10,13,0.77
"WR","Corey Davis","TEN",6100,3,48,9,9,3.02
"RB","Wayne Gallman","NYG",6100,7.5,45,8,10,1.32
"TE","TJ Hockenson","DET",6100,7.5,37,8,7,0.87
"QB","Brandon Allen","CIN",6000,0.5,33,8,2,4.17
"TE","Evan Engram","NYG",6000,3,36,7,6,1.92
"WR","Marvin Jones","DET",6000,3,36,5,5,1.74
"TE","Hunter Henry","LAC",6000,7.5,37,8,7,0.9
"WR","Jarvis Landry","CLE",6000,12.5,48,9,9,0.73
"RB","Devontae Booker","LVR",6000,17.5,48,8,10,0.58
"RB","Duke Johnson","HOU",6000,0.5,11,0,0,0.57
"RB","Damien Harris","NWE",5900,3,42,5,7,2.32
"WR","Breshad Perriman","NYJ",5900,3,36,5,5,1.66
"TE","Robert Tonyan","GNB",5900,7.5,38,9,7,0.96
"WR","Jakobi Meyers","NWE",5900,7.5,40,5,5,0.72
"RB","Giovani Bernard","CIN",5800,3,42,5,6,2.08
"RB","Latavius Murray","NOR",5800,3,42,5,6,2.04
"WR","Mike Williams","LAC",5800,3,38,6,6,1.92
"WR","Christian Kirk","ARI",5800,3,36,5,5,1.67
"RB","Brian Hill","ATL",5800,0.5,11,0,0,0.46
"RB","James White","NWE",5700,0.5,33,3,4,7.1
"TE","Zach Ertz","PHI",5700,0.5,22,3,2,4.28
"RB","Carlos Hyde","SEA",5700,0.5,21,1,1,2.46
"WR","Darius Slayton","NYG",5700,3,36,5,5,1.57
"WR","Marquez ValdesScantling","GNB",5700,0.5,15,1,1,1.05
"TE","Mike Gesicki","MIA",5700,7.5,32,6,5,0.62
"RB","Boston Scott","PHI",5700,0.5,10,0,0,0.38
"RB","Adrian Peterson","DET",5600,0.5,32,3,3,6.82
"RB","Darrell Henderson","LAR",5600,0.5,23,1,1,2.73
"WR","TY Hilton","IND",5600,3,39,6,6,2
"WR","Allen Lazard","GNB",5600,3,38,6,6,1.85
"WR","Sterling Shepard","NYG",5600,3,38,5,5,1.69
"RB","Cam Akers","LAR",5600,0.5,18,1,1,1.41
"WR","Michael Pittman Jr","IND",5600,7.5,46,9,9,1.17
"TE","Hayden Hurst","ATL",5600,7.5,34,6,5,0.68
"WR","Jalen Reagor","PHI",5500,0.5,33,4,4,8.17
"TE","Jared Cook","NOR",5500,0.5,22,3,2,4.29
"RB","Chase Edmonds","ARI",5500,0.5,27,2,2,4.2
"WR","Josh Reynolds","LAR",5500,3,37,5,5,1.68
"TE","Trey Burton","IND",5500,3,29,4,4,1.17
"WR","Denzel Mims","NYJ",5500,7.5,37,5,5,0.65
"RB","Myles Gaskin","MIA",5500,17.5,51,8,10,0.59
"WR","Cordarrelle Patterson","CHI",5500,0.5,9,0,0,0.22
"RB","Jordan Wilkins","IND",5500,0.5,5,0,0,0.06
"RB","Ito Smith","ATL",5500,0.5,4,0,0,0.03
"WR","Hunter Renfrow","LVR",5400,0.5,29,3,3,5.83
"TE","Jimmy Graham","CHI",5400,0.5,25,3,3,5.26
"WR","Nelson Agholor","LVR",5400,3,39,6,6,2.03
"WR","Rashard Higgins","CLE",5400,3,36,5,5,1.54
"WR","Henry Ruggs","LVR",5400,3,33,4,4,1.29
"RB","Frank Gore","NYJ",5300,0.5,43,4,6,11.03
"WR","Emmanuel Sanders","NOR",5300,0.5,27,3,3,5.03
"WR","Keelan Cole","JAX",5300,3,34,4,4,1.45
"WR","Damiere Byrd","NWE",5300,3,30,3,3,0.89
"TE","Austin Hooper","CLE",5300,7.5,35,6,5,0.64
"WR","Chad Beebe","MIN",5300,0.5,8,0,0,0.19
"RB","Sony Michel","NWE",5300,0.5,4,0,0,0.03
"RB","Kerryon Johnson","DET",5200,0.5,39,3,4,8.08
"TE","Jordan Akins","HOU",5200,0.5,28,4,3,5.89
"WR","Golden Tate","NYG",5200,0.5,29,3,3,5.75
"WR","Laviska Shenault","JAX",5200,0.5,27,2,2,4.59
"RB","Jamaal Williams","GNB",5200,0.5,25,1,1,2.62
"RB","Joshua Kelley","LAC",5200,0.5,21,1,1,1.84
"WR","AJ Green","CIN",5200,0.5,19,1,1,1.7
"WR","Russell Gage","ATL",5200,0.5,19,1,1,1.7
"RB","Malcolm Brown","LAR",5200,0.5,19,1,1,1.67
"TE","Richard Rodgers","PHI",5200,0.5,4,0,0,0.07
"WR","Darnell Mooney","CHI",5100,0.5,32,4,4,7.08
"TE","Tyler Higbee","LAR",5100,0.5,27,3,3,5.51
"WR","NKeal Harry","NWE",5100,0.5,17,1,1,1.25
"WR","David Moore","SEA",5000,0.5,30,3,3,6.16
"WR","Danny Amendola","DET",5000,0.5,27,2,2,4.53
"TE","Kyle Rudolph","MIN",5000,7.5,42,9,7,0.93
"WR","Collin Johnson","JAX",5000,3,8,0,0,0.03
"WR","Adam Humphries","TEN",4900,0.5,31,3,3,5.84
"WR","Anthony Miller","CHI",4900,0.5,29,3,3,5.36
"TE","Jacob Hollister","SEA",4900,0.5,26,3,3,5.03
"DEF","Miami Dolphins","MIA",4900,17.5,53,12,46,2.62
"WR","Jalen Guyton","LAC",4900,0.5,18,1,1,1.4
"WR","Greg Ward","PHI",4900,0.5,16,1,1,1.08
"TE","Jack Doyle","IND",4900,0.5,11,0,0,0.7
"WR","Mohamed Sanu","DET",4900,0.5,13,0,0,0.64
"RB","Dion Lewis","NYG",4900,0.5,4,0,0,0.02
"RB","DeeJay Dallas","SEA",4900,0.5,2,0,0,0
"WR","Andy Isabella","ARI",4800,0.5,30,3,3,5.64
"TE","Mo AlieCox","IND",4800,0.5,27,3,3,5.36
"TE","Gerald Everett","LAR",4800,0.5,22,2,2,3.28
"WR","Zach Pascal","IND",4800,0.5,24,2,2,3.06
"TE","Darren Fells","HOU",4800,0.5,21,2,2,3.04
"WR","Jakeem Grant","MIA",4800,0.5,18,1,1,1.45
"RB","Patrick Laird","MIA",4800,0.5,16,0,0,0.83
"WR","Keke Coutee","HOU",4800,12.5,38,5,5,0.4
"DEF","New Orleans Saints","NOR",4800,7.5,28,1,2,0.29
"WR","Antonio Callaway","MIA",4800,0.5,8,0,0,0.13
"RB","Ty Johnson","NYJ",4800,0.5,8,0,0,0.1
"WR","Tyron Johnson","LAC",4800,0.5,7,0,0,0.09
"WR","Alshon Jeffery","PHI",4800,0.5,4,0,0,0.03
"WR","TreQuan Smith","NOR",4800,0.5,4,0,0,0.02
"RB","Donta Foreman","TEN",4800,0.5,4,0,0,0.02
"WR","Van Jefferson","LAR",4800,0.5,4,0,0,0.01
"RB","Ryan Nall","CHI",4800,0.5,3,0,0,0
"TE","Tyler Eifert","JAX",4700,0.5,28,3,3,5.58
"DEF","Seattle Seahawks","SEA",4700,12.5,47,6,23,1.81
"WR","Quintez Cephus","DET",4700,0.5,10,0,0,0.26
"TE","David Njoku","CLE",4700,0.5,7,0,0,0.19
"WR","Chris Conley","JAX",4700,0.5,7,0,0,0.08
"RB","Alfred Morris","NYG",4700,0.5,7,0,0,0.05
"WR","Bryan Edwards","LVR",4700,0.5,4,0,0,0.03
"WR","KeeSean Johnson","ARI",4700,0.5,4,0,0,0.03
"WR","Olabisi Johnson","MIN",4700,0.5,4,0,0,0.03
"RB","Jeremy McNichols","TEN",4700,0.5,4,0,0,0.01
"WR","Freddie Swain","SEA",4700,0.5,3,0,0,0.01
"WR","Brandon Powell","ATL",4700,0.5,3,0,0,0.01
"WR","Braxton Berrios","NYJ",4700,0.5,2,0,0,0
"RB","Corey Clement","PHI",4700,0.5,2,0,0,0
"RB","Troymaine Pope","LAC",4700,0.5,2,0,0,0
"TE","Dan Arnold","ARI",4600,0.5,14,1,1,1.07
"TE","Anthony Firkser","TEN",4600,7.5,44,10,8,1.02
"DEF","Indianapolis Colts","IND",4600,3,28,0,1,0.46
"WR","Mack Hollins","MIA",4600,0.5,11,0,0,0.34
"WR","Donovan PeoplesJones","CLE",4600,0.5,10,0,0,0.2
"RB","Mike Boone","MIN",4600,0.5,10,0,0,0.18
"RB","Samaje Perine","CIN",4600,0.5,10,0,0,0.15
"WR","Christian Blake","ATL",4600,0.5,5,0,0,0.04
"WR","Jeff Smith","NYJ",4600,0.5,4,0,0,0.02
"RB","Devine Ozigbo","JAX",4600,0.5,3,0,0,0
"WR","Jamal Agnew","DET",4600,0.5,2,0,0,0
"RB","Jalen Richard","LVR",4500,0.5,36,3,4,7.45
"TE","Harrison Bryant","CLE",4500,0.5,20,1,1,2.39
"TE","Drew Sample","CIN",4500,0.5,19,1,1,2.1
"TE","Will Dissly","SEA",4500,0.5,18,1,1,1.67
"TE","Chris Herndon","NYJ",4500,0.5,18,1,1,1.67
"TE","Pharaoh Brown","HOU",4500,0.5,15,1,1,1.18
"DEF","Los Angeles Rams","LAR",4500,3,32,1,2,0.63
"WR","Isaiah Coulter","HOU",4500,0.5,12,0,0,0.43
"TE","Adam Shaheen","MIA",4500,0.5,9,0,0,0.37
"WR","Mike Thomas","CIN",4500,0.5,11,0,0,0.28
"TE","Ryan Izzo","NWE",4500,0.5,5,0,0,0.09
"WR","Equanimeous St Brown","GNB",4500,0.5,6,0,0,0.07
"RB","Jonathan Williams","DET",4500,0.5,7,0,0,0.06
"WR","Gunner Olszewski","NWE",4500,0.5,6,0,0,0.06
"RB","Alec Ingold","LVR",4500,0.5,6,0,0,0.04
"RB","Trayveon Williams","CIN",4500,0.5,6,0,0,0.04
"WR","Alex Erickson","CIN",4500,0.5,4,0,0,0.02
"WR","Donte Moncrief","NWE",4500,0.5,4,0,0,0.01
"WR","Cameron Batson","TEN",4500,0.5,3,0,0,0.01
"RB","Jakob Johnson","NWE",4500,0.5,3,0,0,0.01
"RB","Ameer Abdullah","MIN",4500,0.5,3,0,0,0
"RB","Josh Adams","NYJ",4500,0.5,3,0,0,0
"RB","Gabe Nabers","LAC",4500,0.5,2,0,0,0
"RB","Dwayne Washington","NOR",4500,0.5,2,0,0,0
"RB","CJ Ham","MIN",4500,0.5,2,0,0,0
"TE","Cole Kmet","CHI",4400,0.5,14,1,0,0.91
"DEF","Las Vegas Raiders","LVR",4400,7.5,35,1,3,0.39
"TE","Durham Smythe","MIA",4300,0.5,17,1,1,1.45
"DEF","Minnesota Vikings","MIN",4300,7.5,44,2,8,1.02
"TE","Jesse James","DET",4300,0.5,11,0,0,0.54
"TE","Jace Sternberger","GNB",4300,0.5,10,0,0,0.41
"TE","Adam Trautman","NOR",4300,0.5,10,0,0,0.34
"DEF","Chicago Bears","CHI",4200,3,38,1,3,0.96
"TE","Jason Witten","LVR",4200,0.5,12,0,0,0.57
"TE","Maxx Williams","ARI",4200,0.5,10,0,0,0.36
"TE","Marcedes Lewis","GNB",4200,0.5,7,0,0,0.17
"TE","Demetrius Harris","CHI",4200,0.5,6,0,0,0.12
"TE","Jordan Thomas","NWE",4200,0.5,6,0,0,0.1
"TE","James OShaughnessy","JAX",4100,0.5,15,1,0,0.96
"DEF","Green Bay Packers","GNB",4100,17.5,50,3,13,0.72
"TE","Foster Moreau","LVR",4100,0.5,11,0,0,0.44
"TE","Kaden Smith","NYG",4100,0.5,11,0,0,0.38
"TE","Ryan Griffin","NYJ",4100,0.5,7,0,0,0.13
"TE","Tyler Conklin","MIN",4000,0.5,24,2,2,3.09
"TE","Geoff Swaim","TEN",4000,0.5,24,2,1,2.85
"TE","Jaeden Graham","ATL",4000,0.5,8,0,0,0.17
"TE","Cethan Carter","CIN",4000,0.5,7,0,0,0.11
"TE","Luke Stocker","ATL",4000,0.5,7,0,0,0.11
"DEF","Cleveland Browns","CLE",4000,0.5,19,0,0,0.02
"DEF","Los Angeles Chargers","LAC",3900,3,40,0,2,0.51
"DEF","Tennessee Titans","TEN",3900,3,38,0,1,0.37
"DEF","Arizona Cardinals","ARI",3800,0.5,36,0,0,0.94
"DEF","Houston Texans","HOU",3700,0.5,34,0,0,0.5
"DEF","New England Patriots","NWE",3700,3,38,0,0,0.16
"DEF","Cincinnati Bengals","CIN",3600,0.5,31,0,0,0.13
"DEF","Detroit Lions","DET",3500,3,44,0,1,0.35
"DEF","Atlanta Falcons","ATL",3500,7.5,36,0,0,0.02
"DEF","New York Giants","NYG",3400,0.5,31,0,0,0.04
"DEF","Philadelphia Eagles","PHI",3400,0.5,13,0,0,0
"DEF","New York Jets","NYJ",3300,3,32,0,0,0
"DEF","Jacksonville Jaguars","JAX",3200,0.5,34,0,0,0.03
